Number_of_Animals,YEAR,MONTH,OutcomeType,OutcomeSubtype,OBJECTID
25,2011,7,ADOPTION,FRIEND,2626
7,2011,7,ADOPTION,INTERNET,2627
109,2011,7,ADOPTION,PROMO,2628
5,2011,7,ADOPTION,PRV ADOPT,2629
13,2011,7,ADOPTION,PS HURST,2630
2,2011,7,ADOPTION,RADIO OTHR,2631
9,2011,7,ADOPTION,REFERRAL,2632
10,2011,7,ADOPTION,TV OTHER,2633
2,2011,7,ADOPTION,TV WHAS,2634
1,2011,7,ADOPTION,TV WLKY,2635
56,2011,7,ADOPTION,WALK IN,2636
19,2011,7,ADOPTION,WEB PF,2637
1,2011,7,DIED,,2638
4,2011,7,DIED,ENROUTE,2639
13,2011,7,DIED,IN FOSTER,2640
11,2011,7,DIED,IN KENNEL,2641
3,2011,7,DISPOSAL,,2642
3,2011,7,DISPOSAL,DEAD ARRIV,2643
5,2011,7,EUTH,BEHAV HIST,2644
63,2011,7,EUTH,BEHAV OBSV,2645
7,2011,7,EUTH,BREED,2646
107,2011,7,EUTH,CONTAG DIS,2647
40,2011,7,EUTH,FERAL,2648
176,2011,7,EUTH,MEDICAL,2649
72,2011,7,EUTH,REQUESTED,2650
19,2011,7,EUTH,TIME/SPACE,2651
6,2011,7,EUTH,TOO OLD,2652
94,2011,7,EUTH,TOO YOUNG,2653
12,2011,7,FOSTER,,2654
1,2011,7,FOSTER,MEDICAL,2655
1,2011,7,FOSTER,RESCUE GRP,2656
3,2011,7,FOSTER,TIME/SPACE,2657
1,2011,7,FOSTER,TOO OLD,2658
3,2011,7,FOSTER,TOO YOUNG,2659
1,2011,7,MISSING,,2660
84,2011,7,RTO,,2661
15,2011,7,RTO,IN FIELD,2662
11,2011,7,TRANSFER,,2663
25,2011,7,TRANSFER,KHS,2664
131,2011,7,TRANSFER,RESCUE GRP,2665
8,2011,8,ADOPTION,,2666
5,2011,8,ADOPTION,3RD PARTY,2667
1,2011,8,ADOPTION,EXCHANGE,2668
1,2011,8,ADOPTION,FACEBOOK,2669
3,2011,8,ADOPTION,FOSTER,2670
26,2011,8,ADOPTION,FRIEND,2671
19,2011,8,ADOPTION,INTERNET,2672
1,2011,8,ADOPTION,NEWSLETTER,2673
42,2011,8,ADOPTION,PROMO,2674
9,2011,8,ADOPTION,PRV ADOPT,2675
11,2011,8,ADOPTION,PS HURST,2676
4,2011,8,ADOPTION,REFERRAL,2677
1,2011,8,ADOPTION,TV OTHER,2678
1,2011,8,ADOPTION,TV WHAS,2679
1,2011,8,ADOPTION,TV WLKY,2680
47,2011,8,ADOPTION,WALK IN,2681
1,2011,8,ADOPTION,WEB METRO,2682
16,2011,8,ADOPTION,WEB PF,2683
2,2011,8,DIED,,2684
6,2011,8,DIED,ENROUTE,2685
12,2011,8,DIED,IN FOSTER,2686
12,2011,8,DIED,IN KENNEL,2687
1,2011,8,DISPOSAL,,2688
3,2011,8,DISPOSAL,DEAD ARRIV,2689
7,2011,8,EUTH,BEHAV HIST,2690
84,2011,8,EUTH,BEHAV OBSV,2691
8,2011,8,EUTH,BREED,2692
154,2011,8,EUTH,CONTAG DIS,2693
39,2011,8,EUTH,FERAL,2694
128,2011,8,EUTH,MEDICAL,2695
76,2011,8,EUTH,REQUESTED,2696
78,2011,8,EUTH,TIME/SPACE,2697
10,2011,8,EUTH,TOO OLD,2698
130,2011,8,EUTH,TOO YOUNG,2699
10,2011,8,FOSTER,,2700
2,2011,8,FOSTER,BEHAV OBSV,2701
2,2011,8,FOSTER,CONTAG DIS,2702
10,2011,8,FOSTER,MEDICAL,2703
5,2011,8,FOSTER,TIME/SPACE,2704
3,2011,8,FOSTER,TOO OLD,2705
13,2011,8,FOSTER,TOO YOUNG,2706
1,2011,8,RELEASED,,2707
2,2011,8,RELEASED,MEDICAL,2708
87,2011,8,RTO,,2709
10,2011,8,RTO,IN FIELD,2710
13,2011,8,TRANSFER,,2711
36,2011,8,TRANSFER,KHS,2712
1,2011,8,TRANSFER,RES WAGGIN,2713
155,2011,8,TRANSFER,RESCUE GRP,2714
2,2011,9,ADOPTION,,2715
3,2011,9,ADOPTION,3RD PARTY,2716
1,2011,9,ADOPTION,EVENT,2717
1,2011,9,ADOPTION,EXCHANGE,2718
1,2011,9,ADOPTION,FACEBOOK,2719
4,2011,9,ADOPTION,FOSTER,2720
8,2011,9,ADOPTION,FRIEND,2721
7,2011,9,ADOPTION,INTERNET,2722
14,2011,9,ADOPTION,PROMO,2723
3,2011,9,ADOPTION,PRV ADOPT,2724
20,2011,9,ADOPTION,PS HURST,2725
2,2011,9,ADOPTION,REFERRAL,2726
4,2011,9,ADOPTION,TV OTHER,2727
5,2011,9,ADOPTION,TV WHAS,2728
3,2011,9,ADOPTION,TV WLKY,2729
63,2011,9,ADOPTION,WALK IN,2730
2,2011,9,ADOPTION,WEB METRO,2731
18,2011,9,ADOPTION,WEB PF,2732
2,2011,9,DIED,,2733
3,2011,9,DIED,ENROUTE,2734
13,2011,9,DIED,IN FOSTER,2735
9,2011,9,DIED,IN KENNEL,2736
1,2011,9,DISPOSAL,,2737
2,2011,9,DISPOSAL,DEAD ARRIV,2738
5,2011,9,EUTH,BEHAV HIST,2739
79,2011,9,EUTH,BEHAV OBSV,2740
54,2011,9,EUTH,CONTAG DIS,2741
25,2011,9,EUTH,FERAL,2742
121,2011,9,EUTH,MEDICAL,2743
81,2011,9,EUTH,REQUESTED,2744
91,2011,9,EUTH,TIME/SPACE,2745
5,2011,9,EUTH,TOO OLD,2746
100,2011,9,EUTH,TOO YOUNG,2747
9,2011,9,FOSTER,,2748
1,2011,9,FOSTER,BEHAV OBSV,2749
1,2011,9,FOSTER,MEDICAL,2750
1,2011,9,FOSTER,RESCUE GRP,2751
4,2011,9,FOSTER,TIME/SPACE,2752
1,2011,9,FOSTER,TOO OLD,2753
5,2011,9,FOSTER,TOO YOUNG,2754
3,2011,9,MISSING,,2755
3,2011,9,RELEASED,,2756
59,2011,9,RTO,,2757
7,2011,9,RTO,IN FIELD,2758
16,2011,9,TRANSFER,,2759
21,2011,9,TRANSFER,KHS,2760
1,2011,9,TRANSFER,RES WAGGIN,2761
79,2011,9,TRANSFER,RESCUE GRP,2762
3,2011,10,ADOPTION,,2763
2,2011,10,ADOPTION,3RD PARTY,2764
3,2011,10,ADOPTION,EXCHANGE,2765
2,2011,10,ADOPTION,FACEBOOK,2766
13,2011,10,ADOPTION,FOSTER,2767
26,2011,10,ADOPTION,FRIEND,2768
20,2011,10,ADOPTION,INTERNET,2769
1,2011,10,ADOPTION,NEWSLETTER,2770
22,2011,10,ADOPTION,PROMO,2771
8,2011,10,ADOPTION,PRV ADOPT,2772
29,2011,10,ADOPTION,PS HURST,2773
2,2011,10,ADOPTION,REFERRAL,2774
1,2011,10,ADOPTION,TV WHAS,2775
44,2011,10,ADOPTION,WALK IN,2776
2,2011,10,ADOPTION,WEB METRO,2777
12,2011,10,ADOPTION,WEB PF,2778
1,2011,10,DIED,,2779
1,2011,10,DIED,ENROUTE,2780
13,2011,10,DIED,IN FOSTER,2781
4,2011,10,DIED,IN KENNEL,2782
1,2011,10,DISPOSAL,,2783
2,2011,10,DISPOSAL,DEAD ARRIV,2784
6,2011,10,EUTH,BEHAV HIST,2785
55,2011,10,EUTH,BEHAV OBSV,2786
37,2011,10,EUTH,CONTAG DIS,2787
13,2011,10,EUTH,FERAL,2788
1,2011,10,EUTH,HEARTWORM,2789
158,2011,10,EUTH,MEDICAL,2790
92,2011,10,EUTH,REQUESTED,2791
45,2011,10,EUTH,TIME/SPACE,2792
4,2011,10,EUTH,TOO OLD,2793
15,2011,10,EUTH,TOO YOUNG,2794
12,2011,10,FOSTER,,2795
3,2011,10,FOSTER,CONTAG DIS,2796
7,2011,10,FOSTER,MEDICAL,2797
9,2011,10,FOSTER,TIME/SPACE,2798
1,2011,10,FOSTER,TOO OLD,2799
1,2011,10,FOSTER,TOO YOUNG,2800
1,2011,10,MISSING,,2801
1,2011,10,MISSING,IN KENNEL,2802
1,2011,10,MISSING EX,IN KENNEL,2803
46,2011,10,RTO,,2804
8,2011,10,RTO,IN FIELD,2805
3,2011,10,TRANSFER,,2806
9,2011,10,TRANSFER,KHS,2807
2,2011,10,TRANSFER,RES WAGGIN,2808
102,2011,10,TRANSFER,RESCUE GRP,2809
1,2011,10,TRANSFER,WILDLIFE,2810
4,2011,11,ADOPTION,,2811
4,2011,11,ADOPTION,3RD PARTY,2812
3,2011,11,ADOPTION,EVENT,2813
4,2011,11,ADOPTION,EXCHANGE,2814
2,2011,11,ADOPTION,FACEBOOK,2815
6,2011,11,ADOPTION,FOSTER,2816
16,2011,11,ADOPTION,FRIEND,2817
11,2011,11,ADOPTION,INTERNET,2818
13,2011,11,ADOPTION,PROMO,2819
4,2011,11,ADOPTION,PRV ADOPT,2820
26,2011,11,ADOPTION,PS HURST,2821
3,2011,11,ADOPTION,REFERRAL,2822
2,2011,11,ADOPTION,TV WHAS,2823
50,2011,11,ADOPTION,WALK IN,2824
5,2011,11,ADOPTION,WEB METRO,2825
24,2011,11,ADOPTION,WEB PF,2826
4,2011,11,DIED,,2827
5,2011,11,DIED,ENROUTE,2828
11,2011,11,DIED,IN FOSTER,2829
3,2011,11,DIED,IN KENNEL,2830
1,2011,11,DIED,IN SURGERY,2831
1,2011,11,DISPOSAL,,2832
13,2011,11,DISPOSAL,DEAD ARRIV,2833
4,2011,11,EUTH,BEHAV HIST,2834
55,2011,11,EUTH,BEHAV OBSV,2835
19,2011,11,EUTH,CONTAG DIS,2836
11,2011,11,EUTH,FERAL,2837
136,2011,11,EUTH,MEDICAL,2838
82,2011,11,EUTH,REQUESTED,2839
42,2011,11,EUTH,TIME/SPACE,2840
1,2011,11,EUTH,TOO OLD,2841
17,2011,11,FOSTER,,2842
5,2011,11,FOSTER,MEDICAL,2843
1,2011,11,FOSTER,PREGNANT,2844
4,2011,11,FOSTER,TIME/SPACE,2845
9,2011,11,FOSTER,TOO YOUNG,2846
1,2011,11,RELEASED,,2847
1,2011,11,RELOCATE,,2848
72,2011,11,RTO,,2849
11,2011,11,RTO,IN FIELD,2850
2,2011,11,TRANSFER,,2851
11,2011,11,TRANSFER,KHS,2852
16,2011,11,TRANSFER,RES WAGGIN,2853
68,2011,11,TRANSFER,RESCUE GRP,2854
1,2011,12,ADOPTION,,2855
6,2011,12,ADOPTION,3RD PARTY,2856
1,2011,12,ADOPTION,EXCHANGE,2857
2,2011,12,ADOPTION,FACEBOOK,2858
9,2011,12,ADOPTION,FOSTER,2859
13,2011,12,ADOPTION,FRIEND,2860
1,2011,12,ADOPTION,INTERNET,2861
7,2011,12,ADOPTION,PROMO,2862
15,2011,12,ADOPTION,PRV ADOPT,2863
19,2011,12,ADOPTION,PS HURST,2864
1,2011,12,ADOPTION,RADIO OTHR,2865
1,2011,12,ADOPTION,REFERRAL,2866
78,2011,12,ADOPTION,WALK IN,2867
6,2011,12,ADOPTION,WEB METRO,2868
51,2011,12,ADOPTION,WEB PF,2869
1,2011,12,DIED,,2870
2,2011,12,DIED,ENROUTE,2871
1,2011,12,DIED,IN FOSTER,2872
2,2011,12,DIED,IN KENNEL,2873
7,2011,12,DISPOSAL,DEAD ARRIV,2874
67,2011,12,EUTH,BEHAV OBSV,2875
21,2011,12,EUTH,CONTAG DIS,2876
2,2011,12,EUTH,FERAL,2877
121,2011,12,EUTH,MEDICAL,2878
56,2011,12,EUTH,REQUESTED,2879
52,2011,12,EUTH,TIME/SPACE,2880
1,2011,12,EUTH,TOO OLD,2881
4,2011,12,EUTH,TOO YOUNG,2882
17,2011,12,FOSTER,,2883
6,2011,12,FOSTER,BEHAV OBSV,2884
2,2011,12,FOSTER,CONTAG DIS,2885
3,2011,12,FOSTER,MEDICAL,2886
6,2011,12,FOSTER,RES WAGON,2887
6,2011,12,FOSTER,TIME/SPACE,2888
3,2011,12,FOSTER,TOO YOUNG,2889
2,2011,12,MISSING,IN FOSTER,2890
66,2011,12,RTO,,2891
16,2011,12,RTO,IN FIELD,2892
11,2011,12,TRANSFER,,2893
30,2011,12,TRANSFER,KHS,2894
19,2011,12,TRANSFER,RES WAGGIN,2895
120,2011,12,TRANSFER,RESCUE GRP,2896
2,2012,1,ADOPTION,,2897
2,2012,1,ADOPTION,FACEBOOK,2898
34,2012,1,ADOPTION,FOSTER,2899
19,2012,1,ADOPTION,FRIEND,2900
11,2012,1,ADOPTION,INTERNET,2901
1,2012,1,ADOPTION,PROMO,2902
6,2012,1,ADOPTION,PRV ADOPT,2903
8,2012,1,ADOPTION,PS HURST,2904
10,2012,1,ADOPTION,REFERRAL,2905
57,2012,1,ADOPTION,WALK IN,2906
5,2012,1,ADOPTION,WEB METRO,2907
39,2012,1,ADOPTION,WEB PF,2908
2,2012,1,DIED,AT VET,2909
2,2012,1,DIED,IN FOSTER,2910
2,2012,1,DIED,IN KENNEL,2911
1,2012,1,DISPOSAL,,2912
9,2012,1,DISPOSAL,DEAD ARRIV,2913
1,2012,1,EUTH,BEHAV HIST,2914
42,2012,1,EUTH,BEHAV OBSV,2915
15,2012,1,EUTH,CONTAG DIS,2916
89,2012,1,EUTH,MEDICAL,2917
44,2012,1,EUTH,REQUESTED,2918
8,2012,1,EUTH,TIME/SPACE,2919
10,2012,1,FOSTER,,2920
3,2012,1,FOSTER,BEHAV OBSV,2921
1,2012,1,FOSTER,BREED,2922
9,2012,1,FOSTER,MEDICAL,2923
1,2012,1,FOSTER,RESCUE GRP,2924
5,2012,1,FOSTER,TIME/SPACE,2925
10,2012,1,FOSTER,TOO YOUNG,2926
1,2012,1,MISSING,IN FOSTER,2927
1,2012,1,MISSING,IN KENNEL,2928
69,2012,1,RTO,,2929
7,2012,1,RTO,IN FIELD,2930
21,2012,1,TRANSFER,,2931
41,2012,1,TRANSFER,KHS,2932
21,2012,1,TRANSFER,RES WAGGIN,2933
114,2012,1,TRANSFER,RESCUE GRP,2934
3,2012,2,ADOPTION,,2935
1,2012,2,ADOPTION,EXCHANGE,2936
5,2012,2,ADOPTION,FACEBOOK,2937
16,2012,2,ADOPTION,FOSTER,2938
16,2012,2,ADOPTION,FRIEND,2939
17,2012,2,ADOPTION,INTERNET,2940
3,2012,2,ADOPTION,PROMO,2941
12,2012,2,ADOPTION,PRV ADOPT,2942
14,2012,2,ADOPTION,PS HURST,2943
3,2012,2,ADOPTION,PS WEST,2944
1,2012,2,ADOPTION,RADIO OTHR,2945
12,2012,2,ADOPTION,REFERRAL,2946
53,2012,2,ADOPTION,WALK IN,2947
28,2012,2,ADOPTION,WEB PF,2948
2,2012,2,DIED,,2949
3,2012,2,DIED,ENROUTE,2950
2,2012,2,DIED,IN FOSTER,2951
1,2012,2,DIED,IN KENNEL,2952
1,2012,2,DISPOSAL,,2953
6,2012,2,DISPOSAL,DEAD ARRIV,2954
2,2012,2,EUTH,BEHAV HIST,2955
51,2012,2,EUTH,BEHAV OBSV,2956
35,2012,2,EUTH,CONTAG DIS,2957
73,2012,2,EUTH,MEDICAL,2958
41,2012,2,EUTH,REQUESTED,2959
24,2012,2,EUTH,TIME/SPACE,2960
3,2012,2,EUTH,TOO OLD,2961
15,2012,2,FOSTER,,2962
2,2012,2,FOSTER,BEHAV OBSV,2963
1,2012,2,FOSTER,CONTAG DIS,2964
6,2012,2,FOSTER,MEDICAL,2965
2,2012,2,FOSTER,PREGNANT,2966
4,2012,2,FOSTER,RES WAGON,2967
7,2012,2,FOSTER,TIME/SPACE,2968
12,2012,2,FOSTER,TOO YOUNG,2969
72,2012,2,RTO,,2970
8,2012,2,RTO,IN FIELD,2971
1,2012,2,TRANSFER,,2972
24,2012,2,TRANSFER,KHS,2973
7,2012,2,TRANSFER,RES WAGGIN,2974
83,2012,2,TRANSFER,RESCUE GRP,2975
1,2012,2,TRANSFER,WILDLIFE,2976
5,2012,3,ADOPTION,,2977
3,2012,3,ADOPTION,3RD PARTY,2978
8,2012,3,ADOPTION,EVENT,2979
2,2012,3,ADOPTION,EXCHANGE,2980
14,2012,3,ADOPTION,FOSTER,2981
15,2012,3,ADOPTION,FRIEND,2982
10,2012,3,ADOPTION,INTERNET,2983
6,2012,3,ADOPTION,PROMO,2984
9,2012,3,ADOPTION,PRV ADOPT,2985
16,2012,3,ADOPTION,PS HURST,2986
12,2012,3,ADOPTION,REFERRAL,2987
3,2012,3,ADOPTION,TV OTHER,2988
9,2012,3,ADOPTION,TV WHAS,2989
50,2012,3,ADOPTION,WALK IN,2990
3,2012,3,ADOPTION,WEB METRO,2991
31,2012,3,ADOPTION,WEB PF,2992
1,2012,3,ADOPTION,WEB PH,2993
2,2012,3,DIED,,2994
3,2012,3,DIED,ENROUTE,2995
9,2012,3,DIED,IN FOSTER,2996
2,2012,3,DISPOSAL,,2997
4,2012,3,DISPOSAL,DEAD ARRIV,2998
1,2012,3,EUTH,BEHAV HIST,2999
56,2012,3,EUTH,BEHAV OBSV,3000
30,2012,3,EUTH,CONTAG DIS,3001
114,2012,3,EUTH,MEDICAL,3002
78,2012,3,EUTH,REQUESTED,3003
14,2012,3,EUTH,TIME/SPACE,3004
2,2012,3,EUTH,TOO OLD,3005
15,2012,3,FOSTER,,3006
3,2012,3,FOSTER,BEHAV OBSV,3007
5,2012,3,FOSTER,MEDICAL,3008
3,2012,3,FOSTER,PREGNANT,3009
4,2012,3,FOSTER,RES WAGON,3010
1,2012,3,FOSTER,RESCUE GRP,3011
20,2012,3,FOSTER,TIME/SPACE,3012
24,2012,3,FOSTER,TOO YOUNG,3013
5,2012,3,MISSING,,3014
1,2012,3,MISSING,IN KENNEL,3015
1,2012,3,MISSING EX,,3016
70,2012,3,RTO,,3017
11,2012,3,RTO,IN FIELD,3018
3,2012,3,TRANSFER,,3019
41,2012,3,TRANSFER,KHS,3020
14,2012,3,TRANSFER,RES WAGGIN,3021
128,2012,3,TRANSFER,RESCUE GRP,3022
2,2012,3,TRANSFER,TNR,3023
9,2012,3,TRANSFER,WILDLIFE,3024
2,2012,4,ADOPTION,,3025
3,2012,4,ADOPTION,3RD PARTY,3026
2,2012,4,ADOPTION,EVENT,3027
13,2012,4,ADOPTION,FOSTER,3028
22,2012,4,ADOPTION,FRIEND,3029
6,2012,4,ADOPTION,INTERNET,3030
2,2012,4,ADOPTION,NEWSLETTER,3031
2,2012,4,ADOPTION,PROMO,3032
18,2012,4,ADOPTION,PRV ADOPT,3033
6,2012,4,ADOPTION,PS HURST,3034
6,2012,4,ADOPTION,REFERRAL,3035
1,2012,4,ADOPTION,TV WHAS,3036
63,2012,4,ADOPTION,WALK IN,3037
1,2012,4,ADOPTION,WEB METRO,3038
25,2012,4,ADOPTION,WEB PF,3039
2,2012,4,DIED,,3040
1,2012,4,DIED,AT VET,3041
1,2012,4,DIED,ENROUTE,3042
7,2012,4,DIED,IN FOSTER,3043
3,2012,4,DIED,IN KENNEL,3044
3,2012,4,DISPOSAL,,3045
9,2012,4,DISPOSAL,DEAD ARRIV,3046
3,2012,4,EUTH,BEHAV HIST,3047
48,2012,4,EUTH,BEHAV OBSV,3048
70,2012,4,EUTH,CONTAG DIS,3049
1,2012,4,EUTH,FERAL,3050
60,2012,4,EUTH,MEDICAL,3051
91,2012,4,EUTH,REQUESTED,3052
24,2012,4,EUTH,TIME/SPACE,3053
1,2012,4,EUTH,TOO OLD,3054
13,2012,4,EUTH,TOO YOUNG,3055
14,2012,4,FOSTER,,3056
3,2012,4,FOSTER,BEHAV OBSV,3057
7,2012,4,FOSTER,MEDICAL,3058
33,2012,4,FOSTER,TIME/SPACE,3059
38,2012,4,FOSTER,TOO YOUNG,3060
1,2012,4,MISSING,,3061
1,2012,4,MISSING,IN FOSTER,3062
1,2012,4,MISSING EX,IN KENNEL,3063
80,2012,4,RTO,,3064
17,2012,4,RTO,IN FIELD,3065
1,2012,4,TRANSFER,,3066
63,2012,4,TRANSFER,KHS,3067
182,2012,4,TRANSFER,RESCUE GRP,3068
8,2012,4,TRANSFER,TNR,3069
18,2012,4,TRANSFER,WILDLIFE,3070
1,2012,5,ADOPTION,,3071
1,2012,5,ADOPTION,3RD PARTY,3072
6,2012,5,ADOPTION,EVENT,3073
25,2012,5,ADOPTION,FOSTER,3074
14,2012,5,ADOPTION,FRIEND,3075
10,2012,5,ADOPTION,INTERNET,3076
3,2012,5,ADOPTION,NEWSLETTER,3077
12,2012,5,ADOPTION,PROMO,3078
12,2012,5,ADOPTION,PRV ADOPT,3079
2,2012,5,ADOPTION,PS HURST,3080
4,2012,5,ADOPTION,REFERRAL,3081
2,2012,5,ADOPTION,TV WHAS,3082
52,2012,5,ADOPTION,WALK IN,3083
5,2012,5,ADOPTION,WEB METRO,3084
24,2012,5,ADOPTION,WEB PF,3085
1,2012,5,ADOPTION,WEB PH,3086
3,2012,5,DIED,,3087
1,2012,5,DIED,ENROUTE,3088
10,2012,5,DIED,IN FOSTER,3089
1,2012,5,DIED,IN KENNEL,3090
5,2012,5,DISPOSAL,,3091
8,2012,5,DISPOSAL,DEAD ARRIV,3092
1,2012,5,EUTH,BEHAV HIST,3093
62,2012,5,EUTH,BEHAV OBSV,3094
105,2012,5,EUTH,CONTAG DIS,3095
69,2012,5,EUTH,MEDICAL,3096
61,2012,5,EUTH,REQUESTED,3097
57,2012,5,EUTH,TIME/SPACE,3098
3,2012,5,EUTH,TOO OLD,3099
16,2012,5,EUTH,TOO YOUNG,3100
7,2012,5,FOSTER,,3101
5,2012,5,FOSTER,BEHAV OBSV,3102
2,2012,5,FOSTER,CONTAG DIS,3103
9,2012,5,FOSTER,MEDICAL,3104
11,2012,5,FOSTER,TIME/SPACE,3105
52,2012,5,FOSTER,TOO YOUNG,3106
5,2012,5,RTF,,3107
77,2012,5,RTO,,3108
16,2012,5,RTO,IN FIELD,3109
10,2012,5,TNR,,3110
1,2012,5,TRANSFER,,3111
66,2012,5,TRANSFER,KHS,3112
96,2012,5,TRANSFER,RESCUE GRP,3113
8,2012,5,TRANSFER,TNR,3114
15,2012,5,TRANSFER,WILDLIFE,3115
3,2012,6,,,3116
1,2012,6,ADOPTION,3RD PARTY,3117
1,2012,6,ADOPTION,BARKSTOWN,3118
7,2012,6,ADOPTION,EVENT,3119
1,2012,6,ADOPTION,EXCHANGE,3120
1,2012,6,ADOPTION,FACEBOOK,3121
3,2012,6,ADOPTION,FOSTER,3122
8,2012,6,ADOPTION,FRIEND,3123
12,2012,6,ADOPTION,INTERNET,3124
12,2012,6,ADOPTION,PROMO,3125
12,2012,6,ADOPTION,PRV ADOPT,3126
6,2012,6,ADOPTION,PS HURST,3127
6,2012,6,ADOPTION,REFERRAL,3128
1,2012,6,ADOPTION,TV METRO,3129
1,2012,6,ADOPTION,TV OTHER,3130
1,2012,6,ADOPTION,TV WHAS,3131
64,2012,6,ADOPTION,WALK IN,3132
2,2012,6,ADOPTION,WEB METRO,3133
28,2012,6,ADOPTION,WEB PF,3134
1,2012,6,ADOPTION,WEB PH,3135
1,2012,6,DIED,ENROUTE,3136
19,2012,6,DIED,IN FOSTER,3137
8,2012,6,DIED,IN KENNEL,3138
9,2012,6,DISPOSAL,,3139
6,2012,6,DISPOSAL,DEAD ARRIV,3140
2,2012,6,EUTH,,3141
1,2012,6,EUTH,BEHAV HIST,3142
31,2012,6,EUTH,BEHAV OBSV,3143
173,2012,6,EUTH,CONTAG DIS,3144
104,2012,6,EUTH,MEDICAL,3145
56,2012,6,EUTH,REQUESTED,3146
78,2012,6,EUTH,TIME/SPACE,3147
2,2012,6,EUTH,TOO OLD,3148
1,2012,6,EUTH,TOO YOUNG,3149
10,2012,6,FOSTER,,3150
9,2012,6,FOSTER,MEDICAL,3151
3,2012,6,FOSTER,PREGNANT,3152
1,2012,6,FOSTER,RESCUE GRP,3153
4,2012,6,FOSTER,TIME/SPACE,3154
93,2012,6,FOSTER,TOO YOUNG,3155
8,2012,6,RTF,,3156
54,2012,6,RTO,,3157
8,2012,6,RTO,IN FIELD,3158
38,2012,6,TNR,,3159
2,2012,6,TRANSFER,,3160
96,2012,6,TRANSFER,KHS,3161
103,2012,6,TRANSFER,RESCUE GRP,3162
2,2012,6,TRANSFER,WILDLIFE,3163
1,2012,7,ADOPTION,,3164
1,2012,7,ADOPTION,3RD PARTY,3165
1,2012,7,ADOPTION,EVENT,3166
1,2012,7,ADOPTION,FACEBOOK,3167
8,2012,7,ADOPTION,FOSTER,3168
14,2012,7,ADOPTION,FRIEND,3169
10,2012,7,ADOPTION,INTERNET,3170
11,2012,7,ADOPTION,PROMO,3171
10,2012,7,ADOPTION,PRV ADOPT,3172
10,2012,7,ADOPTION,PS HURST,3173
7,2012,7,ADOPTION,REFERRAL,3174
1,2012,7,ADOPTION,TV WHAS,3175
62,2012,7,ADOPTION,WALK IN,3176
1,2012,7,ADOPTION,WEB METRO,3177
14,2012,7,ADOPTION,WEB PF,3178
1,2012,7,DIED,ENROUTE,3179
8,2012,7,DIED,IN FOSTER,3180
4,2012,7,DIED,IN KENNEL,3181
1,2012,7,DIED,IN SURGERY,3182
5,2012,7,DISPOSAL,,3183
7,2012,7,DISPOSAL,DEAD ARRIV,3184
11,2012,7,EUTH,,3185
1,2012,7,EUTH,BEHAV HIST,3186
13,2012,7,EUTH,BEHAV OBSV,3187
153,2012,7,EUTH,CONTAG DIS,3188
73,2012,7,EUTH,MEDICAL,3189
61,2012,7,EUTH,REQUESTED,3190
82,2012,7,EUTH,TIME/SPACE,3191
1,2012,7,EUTH,TOO OLD,3192
6,2012,7,EUTH,TOO YOUNG,3193
26,2012,7,FOSTER,,3194
1,2012,7,FOSTER,BEHAV OBSV,3195
3,2012,7,FOSTER,MEDICAL,3196
1,2012,7,FOSTER,PREGNANT,3197
12,2012,7,FOSTER,TIME/SPACE,3198
1,2012,7,FOSTER,TOO OLD,3199
48,2012,7,FOSTER,TOO YOUNG,3200
1,2012,7,MISSING EX,,3201
8,2012,7,RTF,,3202
54,2012,7,RTO,,3203
15,2012,7,RTO,IN FIELD,3204
39,2012,7,TNR,,3205
18,2012,7,TRANSFER,,3206
94,2012,7,TRANSFER,KHS,3207
1,2012,7,TRANSFER,RES WAGGIN,3208
70,2012,7,TRANSFER,RESCUE GRP,3209
7,2012,7,TRANSFER,WILDLIFE,3210
4,2012,8,,,3211
7,2012,8,ADOPTION,,3212
1,2012,8,ADOPTION,3RD PARTY,3213
3,2012,8,ADOPTION,EVENT,3214
4,2012,8,ADOPTION,EXCHANGE,3215
1,2012,8,ADOPTION,FACEBOOK,3216
8,2012,8,ADOPTION,FOSTER,3217
7,2012,8,ADOPTION,FRIEND,3218
15,2012,8,ADOPTION,INTERNET,3219
4,2012,8,ADOPTION,PROMO,3220
9,2012,8,ADOPTION,PRV ADOPT,3221
8,2012,8,ADOPTION,PS HURST,3222
7,2012,8,ADOPTION,PS OUTER,3223
15,2012,8,ADOPTION,REFERRAL,3224
1,2012,8,ADOPTION,TV WHAS,3225
77,2012,8,ADOPTION,WALK IN,3226
18,2012,8,ADOPTION,WEB PF,3227
2,2012,8,DIED,,3228
8,2012,8,DIED,IN FOSTER,3229
2,2012,8,DIED,IN KENNEL,3230
4,2012,8,DISPOSAL,,3231
13,2012,8,DISPOSAL,DEAD ARRIV,3232
3,2012,8,EUTH,BEHAV HIST,3233
31,2012,8,EUTH,BEHAV OBSV,3234
105,2012,8,EUTH,CONTAG DIS,3235
55,2012,8,EUTH,MEDICAL,3236
43,2012,8,EUTH,REQUESTED,3237
89,2012,8,EUTH,TIME/SPACE,3238
7,2012,8,EUTH,TOO OLD,3239
22,2012,8,FOSTER,,3240
3,2012,8,FOSTER,BEHAV OBSV,3241
5,2012,8,FOSTER,MEDICAL,3242
1,2012,8,FOSTER,PREGNANT,3243
1,2012,8,FOSTER,RESCUE GRP,3244
9,2012,8,FOSTER,TIME/SPACE,3245
