IntakeType,IntakeSubtype,Number of Animals,YEAR,MONTH,ObjectId
CONFISCATE,CRUELTY,4,2016,6,2523
OWNER SUR,RETURN 30,6,2015,10,2524
DISPOSAL,FIELD,1,2016,8,2525
OWNER SUR,OTC,129,2015,6,2526
ET REQUEST,SICK,1,2016,3,2527
CONFISCATE,RESTRAINT,6,2016,1,2528
CONFISCATE,DANGER DOG,4,2016,6,2529
RETURN,,3,2015,10,2530
DISPOSAL,OWNER,7,2016,8,2531
OWNER SUR,RETURN 30,8,2015,6,2532
FOSTER,RETURN,56,2016,3,2533
DISPOSAL,FIELD,1,2016,1,2534
CONFISCATE,NEGLECT,3,2016,6,2535
RETURN,ADOPTION,22,2015,10,2536
DISPOSAL,STRAY,3,2016,8,2537
RETURN,,1,2015,6,2538
OWNER SUR,EUTH REQ,35,2016,3,2539
DISPOSAL,OTHER,3,2016,1,2540
CONFISCATE,POLICE,3,2016,6,2541
STRAY,,1,2015,10,2542
DISPOSAL,WILDLIFE,1,2016,8,2543
RETURN,ADOPTION,12,2015,6,2544
OWNER SUR,FIELD,21,2016,3,2545
DISPOSAL,OWNER,9,2016,1,2546
CONFISCATE,POTDANGER,1,2016,6,2547
STRAY,FIELD,172,2015,10,2548
ET REQUEST,AGGRESSIVE,1,2016,8,2549
RETURN,K HUMANE S,5,2015,6,2550
OWNER SUR,OTC,92,2016,3,2551
DISPOSAL,STRAY,1,2016,1,2552
CONFISCATE,RESTRAINT,3,2016,6,2553
STRAY,OTC,321,2015,10,2554
ET REQUEST,OLD,3,2016,8,2555
STRAY,,2,2015,6,2556
OWNER SUR,RETURN 30,23,2016,3,2557
ET REQUEST,AGGRESSIVE,1,2016,1,2558
DISPOSAL,FIELD,3,2016,6,2559
CONFISCATE,ABANDONED,2,2015,11,2560
ET REQUEST,SICK,2,2016,8,2561
STRAY,FIELD,248,2015,6,2562
RETURN,ADOPTION,17,2016,3,2563
ET REQUEST,OLD,1,2016,1,2564
DISPOSAL,OWNER,12,2016,6,2565
CONFISCATE,BITE,2,2015,11,2566
FOSTER,RETURN,54,2016,8,2567
STRAY,OTC,289,2015,6,2568
RETURN,K HUMANE S,1,2016,3,2569
STRAY,FIELD,129,2016,3,2570
STRAY,OTC,217,2016,3,2571
CONFISCATE,ABANDONED,5,2016,4,2572
CONFISCATE,BITE,3,2016,4,2573
CONFISCATE,COURT ORD,3,2016,4,2574
CONFISCATE,CRUELTY,4,2016,4,2575
CONFISCATE,NEGLECT,1,2016,4,2576
CONFISCATE,POLICE,15,2016,4,2577
DISPOSAL,FIELD,2,2016,4,2578
DISPOSAL,OWNER,9,2016,4,2579
DISPOSAL,STRAY,4,2016,4,2580
ET REQUEST,SICK,1,2016,4,2581
FOSTER,RETURN,44,2016,4,2582
OWNER SUR,EUTH REQ,33,2016,4,2583
OWNER SUR,FIELD,12,2016,4,2584
OWNER SUR,OTC,78,2016,4,2585
OWNER SUR,RETURN 30,12,2016,4,2586
RETURN,ADOPTION,10,2016,4,2587
STRAY,,1,2016,4,2588
STRAY,FIELD,149,2016,4,2589
STRAY,OTC,213,2016,4,2590
CONFISCATE,,1,2016,5,2591
CONFISCATE,EVICTION,17,2016,5,2592
CONFISCATE,NEGLECT,1,2016,5,2593
CONFISCATE,POLICE,1,2016,5,2594
CONFISCATE,RESTRAINT,1,2016,5,2595
DISPOSAL,FIELD,1,2016,5,2596
DISPOSAL,OWNER,9,2016,5,2597
DISPOSAL,STRAY,1,2016,5,2598
ET REQUEST,AGGRESSIVE,1,2016,5,2599
CONFISCATE,CRUELTY,1,2015,11,2600
CONFISCATE,BITE,1,2015,7,2601
CONFISCATE,EVICTION,7,2015,11,2602
DISPOSAL,STRAY,2,2016,6,2603
CONFISCATE,CRUELTY,4,2015,7,2604
FOSTER,RETURN,44,2015,3,2605
CONFISCATE,NEGLECT,12,2015,11,2606
ET REQUEST,,1,2016,6,2607
CONFISCATE,NEGLECT,4,2015,7,2608
CONFISCATE,RESTRAINT,5,2015,11,2609
OWNER SUR,EUTH REQ,36,2015,3,2610
ET REQUEST,AGGRESSIVE,1,2016,6,2611
CONFISCATE,POLICE,5,2015,7,2612
ET REQUEST,SICK,1,2016,1,2613
DISPOSAL,FIELD,1,2015,11,2614
OWNER SUR,EUTH REQ,36,2016,8,2615
OWNER SUR,FIELD,8,2015,3,2616
ET REQUEST,OLD,2,2016,6,2617
CONFISCATE,POTDANGER,3,2015,7,2618
FOSTER,RETURN,47,2016,1,2619
DISPOSAL,OWNER,13,2015,11,2620
OWNER SUR,FIELD,14,2016,8,2621
OWNER SUR,OTC,103,2015,3,2622
FOR TRANSP,RESCUE GRP,1,2016,6,2623
DISPOSAL,FIELD,1,2015,7,2624
OWNER SUR,EUTH REQ,20,2016,1,2625
DISPOSAL,STRAY,2,2015,11,2626
OWNER SUR,OTC,134,2016,8,2627
OWNER SUR,RETURN 30,3,2015,3,2628
FOSTER,RETURN,37,2016,6,2629
DISPOSAL,OTHER,2,2015,7,2630
OWNER SUR,FIELD,11,2016,1,2631
ET REQUEST,AGGRESSIVE,1,2015,11,2632
OWNER SUR,RETURN 30,17,2016,8,2633
RETURN,,2,2015,3,2634
OWNER SUR,EUTH REQ,53,2016,6,2635
DISPOSAL,OWNER,10,2015,7,2636
OWNER SUR,OTC,59,2016,1,2637
ET REQUEST,SICK,1,2015,11,2638
RETURN,ADOPTION,4,2016,8,2639
RETURN,ADOPTION,9,2015,3,2640
OWNER SUR,FIELD,30,2016,6,2641
DISPOSAL,STRAY,10,2015,7,2642
OWNER SUR,RETURN 30,10,2016,1,2643
FOSTER,RETURN,61,2015,11,2644
STRAY,,2,2016,8,2645
RETURN,K HUMANE S,2,2015,3,2646
OWNER SUR,OTC,129,2016,6,2647
ET REQUEST,AGGRESSIVE,3,2015,7,2648
RETURN,,1,2016,1,2649
OWNER SUR,EUTH REQ,46,2015,11,2650
STRAY,FIELD,219,2016,8,2651
STRAY,,1,2015,3,2652
OWNER SUR,RETURN 30,16,2016,6,2653
ET REQUEST,SICK,2,2015,7,2654
RETURN,ADOPTION,7,2016,1,2655
OWNER SUR,FIELD,3,2015,11,2656
STRAY,OTC,331,2016,8,2657
STRAY,FIELD,195,2015,3,2658
RETURN,ADOPTION,16,2016,6,2659
FOSTER,,1,2015,7,2660
RETURN,K HUMANE S,4,2016,1,2661
OWNER SUR,OTC,89,2015,11,2662
CONFISCATE,,4,2016,9,2663
STRAY,OTC,188,2015,3,2664
STRAY,FIELD,197,2016,6,2665
FOSTER,RETURN,52,2015,7,2666
STRAY,FIELD,164,2016,1,2667
OWNER SUR,RETURN 30,14,2015,11,2668
CONFISCATE,ABANDONED,6,2016,9,2669
CONFISCATE,BITE,1,2015,4,2670
STRAY,OTC,311,2016,6,2671
OWNER SUR,EUTH REQ,55,2015,7,2672
STRAY,OTC,148,2016,1,2673
RETURN,ADOPTION,16,2015,11,2674
CONFISCATE,BITE,2,2016,9,2675
CONFISCATE,CHAINING,1,2015,4,2676
CONFISCATE,BITE,1,2016,7,2677
OWNER SUR,FIELD,10,2015,7,2678
CONFISCATE,ABANDONED,1,2016,2,2679
RETURN,K HUMANE S,1,2015,11,2680
STRAY,FIELD,136,2015,11,2681
STRAY,OTC,222,2015,11,2682
CONFISCATE,ABANDONED,4,2015,12,2683
CONFISCATE,HOSPITAL,1,2015,12,2684
CONFISCATE,NEGLECT,6,2015,12,2685
CONFISCATE,OWNER DIED,4,2015,12,2686
CONFISCATE,POLICE,6,2015,12,2687
DISPOSAL,FIELD,2,2015,12,2688
DISPOSAL,OWNER,10,2015,12,2689
DISPOSAL,STRAY,2,2015,12,2690
ET REQUEST,AGGRESSIVE,1,2015,12,2691
ET REQUEST,OLD,1,2015,12,2692
ET REQUEST,SICK,2,2015,12,2693
FOSTER,RETURN,51,2015,12,2694
OWNER SUR,EUTH REQ,42,2015,12,2695
CONFISCATE,COURT ORD,2,2016,9,2696
CONFISCATE,CRUELTY,14,2016,9,2697
CONFISCATE,HOSPITAL,1,2016,9,2698
CONFISCATE,NEGLECT,7,2016,9,2699
CONFISCATE,OWNER DIED,1,2016,9,2700
CONFISCATE,POLICE,1,2016,9,2701
DISPOSAL,FIELD,1,2016,9,2702
DISPOSAL,OTHER,1,2016,9,2703
DISPOSAL,OWNER,7,2016,9,2704
DISPOSAL,STRAY,4,2016,9,2705
ET REQUEST,AGGRESSIVE,1,2016,9,2706
ET REQUEST,SICK,2,2016,9,2707
FOSTER,RETURN,59,2016,9,2708
OWNER SUR,,3,2016,9,2709
OWNER SUR,EUTH REQ,52,2016,9,2710
OWNER SUR,FIELD,10,2016,9,2711
OWNER SUR,OTC,123,2016,9,2712
OWNER SUR,RETURN 30,15,2016,9,2713
RETURN,,1,2016,9,2714
RETURN,ADOPTION,17,2016,9,2715
RETURN,K HUMANE S,10,2016,9,2716
CONFISCATE,CRUELTY,1,2016,7,2717
CONFISCATE,DANGER DOG,2,2016,7,2718
CONFISCATE,EVICTION,15,2016,7,2719
CONFISCATE,HOSPITAL,5,2016,7,2720
CONFISCATE,NEGLECT,1,2016,7,2721
CONFISCATE,POLICE,6,2016,7,2722
DISPOSAL,OTHER,1,2016,7,2723
DISPOSAL,OWNER,16,2016,7,2724
DISPOSAL,STRAY,6,2016,7,2725
ET REQUEST,AGGRESSIVE,3,2016,7,2726
ET REQUEST,OLD,1,2016,7,2727
ET REQUEST,SICK,1,2016,7,2728
FOSTER,RETURN,52,2016,7,2729
OWNER SUR,EUTH REQ,48,2016,7,2730
OWNER SUR,FIELD,16,2016,7,2731
CONFISCATE,CRUELTY,2,2016,2,2732
CONFISCATE,EVICTION,1,2016,2,2733
CONFISCATE,POLICE,1,2016,2,2734
DISPOSAL,OWNER,7,2016,2,2735
DISPOSAL,STRAY,8,2016,2,2736
ET REQUEST,AGGRESSIVE,1,2016,2,2737
ET REQUEST,OLD,1,2016,2,2738
FOSTER,RETURN,54,2016,2,2739
OWNER SUR,EUTH REQ,37,2016,2,2740
OWNER SUR,FIELD,9,2016,2,2741
OWNER SUR,OTC,52,2016,2,2742
OWNER SUR,RETURN 30,14,2016,2,2743
RETURN,,3,2016,2,2744
RETURN,ADOPTION,17,2016,2,2745
RETURN,K HUMANE S,5,2016,2,2746
STRAY,FIELD,126,2016,2,2747
STRAY,OTC,174,2016,2,2748
CONFISCATE,,1,2016,3,2749
CONFISCATE,BITE,1,2016,3,2750
OWNER SUR,OTC,114,2015,7,2751
OWNER SUR,RETURN 30,8,2015,7,2752
RETURN,,1,2015,7,2753
RETURN,ADOPTION,7,2015,7,2754
RETURN,K HUMANE S,1,2015,7,2755
STRAY,,1,2015,7,2756
STRAY,FIELD,242,2015,7,2757
STRAY,OTC,342,2015,7,2758
CONFISCATE,BITE,2,2015,8,2759
CONFISCATE,CHAINING,1,2015,8,2760
CONFISCATE,CRUELTY,1,2015,8,2761
CONFISCATE,EVICTION,5,2015,8,2762
CONFISCATE,HOSPITAL,1,2015,8,2763
CONFISCATE,CRUELTY,1,2015,4,2764
CONFISCATE,NEGLECT,5,2015,4,2765
CONFISCATE,RESTRAINT,1,2015,4,2766
DISPOSAL,OWNER,4,2015,4,2767
DISPOSAL,STRAY,5,2015,4,2768
ET REQUEST,AGGRESSIVE,2,2015,4,2769
ET REQUEST,SICK,1,2015,4,2770
FOR TRANSP,K HUMANE S,3,2015,4,2771
FOSTER,RETURN,42,2015,4,2772
OWNER SUR,EUTH REQ,51,2015,4,2773
OWNER SUR,FIELD,5,2015,4,2774
OWNER SUR,OTC,81,2015,4,2775
OWNER SUR,RETURN 30,8,2015,4,2776
RETURN,ADOPTION,16,2015,4,2777
RETURN,K HUMANE S,2,2015,4,2778
STRAY,,2,2015,4,2779
STRAY,FIELD,232,2015,4,2780
STRAY,OTC,200,2015,4,2781
CONFISCATE,ABANDONED,7,2015,5,2782
CONFISCATE,CRUELTY,2,2015,5,2783
CONFISCATE,NEGLECT,9,2015,5,2784
CONFISCATE,POTDANGER,1,2015,5,2785
DISPOSAL,OWNER,9,2015,5,2786
DISPOSAL,STRAY,1,2015,5,2787
ET REQUEST,OLD,2,2015,5,2788
FOR TRANSP,K HUMANE S,3,2015,5,2789
FOSTER,RETURN,40,2015,5,2790
OWNER SUR,EUTH REQ,50,2015,5,2791
OWNER SUR,FIELD,8,2015,5,2792
OWNER SUR,OTC,119,2015,5,2793
OWNER SUR,RETURN 30,15,2015,5,2794
RETURN,ADOPTION,7,2015,5,2795
RETURN,K HUMANE S,1,2015,5,2796
STRAY,FIELD,221,2015,5,2797
STRAY,OTC,195,2015,5,2798
CONFISCATE,CRUELTY,2,2015,6,2799
CONFISCATE,HOSPITAL,1,2015,6,2800
STRAY,FIELD,212,2016,9,2801
STRAY,OTC,249,2016,9,2802
CONFISCATE,ABANDONED,3,2016,10,2803
CONFISCATE,BITE,2,2016,10,2804
CONFISCATE,EVICTION,5,2016,10,2805
CONFISCATE,NEGLECT,3,2016,10,2806
CONFISCATE,POLICE,6,2016,10,2807
CONFISCATE,POTDANGER,1,2016,10,2808
DISPOSAL,OTHER,2,2016,10,2809
DISPOSAL,OWNER,15,2016,10,2810
DISPOSAL,STRAY,3,2016,10,2811
ET REQUEST,AGGRESSIVE,1,2016,10,2812
ET REQUEST,OLD,1,2016,10,2813
ET REQUEST,SICK,1,2016,10,2814
FOR TRANSP,RESCUE GRP,2,2016,10,2815
FOSTER,RETURN,53,2016,10,2816
OWNER SUR,EUTH REQ,59,2016,10,2817
OWNER SUR,FIELD,11,2016,10,2818
OWNER SUR,OTC,99,2016,10,2819
OWNER SUR,RETURN 30,18,2016,10,2820
RETURN,,1,2016,10,2821
RETURN,ADOPTION,16,2016,10,2822
RETURN,K HUMANE S,1,2016,10,2823
STRAY,FIELD,149,2016,10,2824
STRAY,OTC,219,2016,10,2825
CONFISCATE,CRUELTY,2,2016,11,2826
CONFISCATE,EVICTION,2,2016,11,2827
CONFISCATE,NEGLECT,1,2016,11,2828
CONFISCATE,POLICE,3,2016,11,2829
DISPOSAL,FIELD,1,2016,11,2830
DISPOSAL,OWNER,8,2016,11,2831
DISPOSAL,STRAY,1,2016,11,2832
ET REQUEST,OLD,1,2016,11,2833
ET REQUEST,SICK,1,2016,11,2834
FOSTER,RETURN,74,2016,11,2835
OWNER SUR,EUTH REQ,36,2016,11,2836
OWNER SUR,FIELD,10,2016,11,2837
OWNER SUR,OTC,71,2016,11,2838
OWNER SUR,RETURN 30,14,2016,11,2839
RETURN,ADOPTION,14,2016,11,2840
STRAY,FIELD,154,2016,11,2841
STRAY,OTC,239,2016,11,2842
CONFISCATE,BITE,11,2016,12,2843
CONFISCATE,EVICTION,2,2016,12,2844
CONFISCATE,NEGLECT,1,2016,12,2845
CONFISCATE,POLICE,1,2016,12,2846
DISPOSAL,FIELD,1,2016,12,2847
DISPOSAL,OWNER,8,2016,12,2848
DISPOSAL,STRAY,3,2016,12,2849
FOSTER,RETURN,48,2016,12,2850
OWNER SUR,,1,2016,12,2851
OWNER SUR,EUTH REQ,24,2016,12,2852
OWNER SUR,FIELD,9,2016,12,2853
OWNER SUR,OTC,47,2016,12,2854
OWNER SUR,RETURN 30,9,2016,12,2855
RETURN,ADOPTION,11,2016,12,2856
STRAY,,3,2016,12,2857
STRAY,FIELD,84,2016,12,2858
STRAY,OTC,111,2016,12,2859
